sample_index,time_ms,temperature_c,temperature_raw_int16,pressure_pa,voltage_v,frame_hex
256,5120,23.16,2316,100127,3.392705,AA 55 0C 09 1F 87 01 00 15 22 59 40 0D 0A
257,5140,22.87,2287,100131,3.370034,AA 55 EF 08 23 87 01 00 A1 AE 57 40 0D 0A
258,5160,22.59,2259,100137,3.346930,AA 55 D3 08 29 87 01 00 1B 34 56 40 0D 0A
259,5180,22.32,2232,100145,3.323538,AA 55 B8 08 31 87 01 00 D8 B4 54 40 0D 0A
260,5200,22.06,2206,100155,3.300000,AA 55 9E 08 3B 87 01 00 33 33 53 40 0D 0A
261,5220,21.81,2181,100168,3.276462,AA 55 85 08 48 87 01 00 8F B1 51 40 0D 0A
262,5240,21.58,2158,100182,3.253070,AA 55 6E 08 56 87 01 00 4B 32 50 40 0D 0A
263,5260,21.36,2136,100198,3.229966,AA 55 58 08 66 87 01 00 C5 B7 4E 40 0D 0A
264,5280,21.15,2115,100216,3.207295,AA 55 43 08 78 87 01 00 52 44 4D 40 0D 0A
265,5300,20.95,2095,100237,3.185195,AA 55 2F 08 8D 87 01 00 3C DA 4B 40 0D 0A
266,5320,20.78,2078,100259,3.163803,AA 55 1E 08 A3 87 01 00 BF 7B 4A 40 0D 0A
267,5340,20.62,2062,100283,3.143250,AA 55 0E 08 BB 87 01 00 04 2B 49 40 0D 0A
268,5360,20.48,2048,100309,3.123664,AA 55 00 08 D5 87 01 00 1E EA 47 40 0D 0A
269,5380,20.35,2035,100336,3.105166,AA 55 F3 07 F0 87 01 00 08 BB 46 40 0D 0A
270,5400,20.24,2024,100365,3.087868,AA 55 E8 07 0D 88 01 00 A1 9F 45 40 0D 0A
271,5420,20.16,2016,100396,3.071878,AA 55 E0 07 2C 88 01 00 A7 99 44 40 0D 0A
272,5440,20.09,2009,100429,3.057295,AA 55 D9 07 4D 88 01 00 B8 AA 43 40 0D 0A
273,5460,20.04,2004,100463,3.044208,AA 55 D4 07 6F 88 01 00 4E D4 42 40 0D 0A
274,5480,20.01,2001,100499,3.032698,AA 55 D1 07 93 88 01 00 BA 17 42 40 0D 0A
275,5500,20.00,2000,100536,3.022836,AA 55 D0 07 B8 88 01 00 26 76 41 40 0D 0A
276,5520,20.01,2001,100575,3.014683,AA 55 D1 07 DF 88 01 00 91 F0 40 40 0D 0A
277,5540,20.04,2004,100615,3.008289,AA 55 D4 07 07 89 01 00 CF 87 40 40 0D 0A
278,5560,20.09,2009,100656,3.003693,AA 55 D9 07 30 89 01 00 84 3C 40 40 0D 0A
279,5580,20.16,2016,100698,3.000925,AA 55 E0 07 5A 89 01 00 27 0F 40 40 0D 0A
280,5600,20.24,2024,100742,3.000000,AA 55 E8 07 86 89 01 00 00 00 40 40 0D 0A
281,5620,20.35,2035,100786,3.000925,AA 55 F3 07 B2 89 01 00 27 0F 40 40 0D 0A
282,5640,20.48,2048,100831,3.003693,AA 55 00 08 DF 89 01 00 84 3C 40 40 0D 0A
283,5660,20.62,2062,100878,3.008289,AA 55 0E 08 0E 8A 01 00 CF 87 40 40 0D 0A
284,5680,20.78,2078,100925,3.014683,AA 55 1E 08 3D 8A 01 00 91 F0 40 40 0D 0A
285,5700,20.95,2095,100972,3.022836,AA 55 2F 08 6C 8A 01 00 26 76 41 40 0D 0A
286,5720,21.15,2115,101021,3.032698,AA 55 43 08 9D 8A 01 00 BA 17 42 40 0D 0A
287,5740,21.36,2136,101070,3.044208,AA 55 58 08 CE 8A 01 00 4E D4 42 40 0D 0A
288,5760,21.58,2158,101119,3.057295,AA 55 6E 08 FF 8A 01 00 B8 AA 43 40 0D 0A
289,5780,21.81,2181,101169,3.071878,AA 55 85 08 31 8B 01 00 A7 99 44 40 0D 0A
290,5800,22.06,2206,101218,3.087868,AA 55 9E 08 62 8B 01 00 A1 9F 45 40 0D 0A
291,5820,22.32,2232,101269,3.105166,AA 55 B8 08 95 8B 01 00 08 BB 46 40 0D 0A
292,5840,22.59,2259,101319,3.123664,AA 55 D3 08 C7 8B 01 00 1E EA 47 40 0D 0A
293,5860,22.87,2287,101369,3.143250,AA 55 EF 08 F9 8B 01 00 04 2B 49 40 0D 0A
294,5880,23.16,2316,101419,3.163803,AA 55 0C 09 2B 8C 01 00 BF 7B 4A 40 0D 0A
295,5900,23.45,2345,101469,3.185195,AA 55 29 09 5D 8C 01 00 3C DA 4B 40 0D 0A
296,5920,23.76,2376,101519,3.207295,AA 55 48 09 8F 8C 01 00 52 44 4D 40 0D 0A
297,5940,24.06,2406,101569,3.229966,AA 55 66 09 C1 8C 01 00 C5 B7 4E 40 0D 0A
298,5960,24.37,2437,101617,3.253070,AA 55 85 09 F1 8C 01 00 4B 32 50 40 0D 0A
299,5980,24.69,2469,101666,3.276462,AA 55 A5 09 22 8D 01 00 8F B1 51 40 0D 0A
300,6000,25.00,2500,101714,3.300000,AA 55 C4 09 52 8D 01 00 33 33 53 40 0D 0A
301,6020,25.31,2531,101761,3.323538,AA 55 E3 09 81 8D 01 00 D8 B4 54 40 0D 0A
302,6040,25.63,2563,101807,3.346930,AA 55 03 0A AF 8D 01 00 1B 34 56 40 0D 0A
303,6060,25.94,2594,101853,3.370034,AA 55 22 0A DD 8D 01 00 A1 AE 57 40 0D 0A
304,6080,26.24,2624,101898,3.392705,AA 55 40 0A 0A 8E 01 00 15 22 59 40 0D 0A
305,6100,26.55,2655,101941,3.414805,AA 55 5F 0A 35 8E 01 00 2A 8C 5A 40 0D 0A
306,6120,26.84,2684,101984,3.436197,AA 55 7C 0A 60 8E 01 00 A7 EA 5B 40 0D 0A
307,6140,27.13,2713,102025,3.456750,AA 55 99 0A 89 8E 01 00 63 3B 5D 40 0D 0A
308,6160,27.41,2741,102066,3.476336,AA 55 B5 0A B2 8E 01 00 48 7C 5E 40 0D 0A
309,6180,27.68,2768,102104,3.494834,AA 55 D0 0A D8 8E 01 00 5E AB 5F 40 0D 0A
310,6200,27.94,2794,102142,3.512132,AA 55 EA 0A FE 8E 01 00 C5 C6 60 40 0D 0A
311,6220,28.19,2819,102178,3.528122,AA 55 03 0B 22 8F 01 00 BF CC 61 40 0D 0A
312,6240,28.42,2842,102213,3.542705,AA 55 1A 0B 45 8F 01 00 AE BB 62 40 0D 0A
313,6260,28.64,2864,102246,3.555792,AA 55 30 0B 66 8F 01 00 19 92 63 40 0D 0A
314,6280,28.85,2885,102277,3.567302,AA 55 45 0B 85 8F 01 00 AD 4E 64 40 0D 0A
315,6300,29.05,2905,102307,3.577164,AA 55 59 0B A3 8F 01 00 41 F0 64 40 0D 0A
316,6320,29.22,2922,102335,3.585317,AA 55 6A 0B BF 8F 01 00 D5 75 65 40 0D 0A
317,6340,29.38,2938,102361,3.591711,AA 55 7A 0B D9 8F 01 00 98 DE 65 40 0D 0A
318,6360,29.52,2952,102386,3.596307,AA 55 88 0B F2 8F 01 00 E3 29 66 40 0D 0A
319,6380,29.65,2965,102408,3.599075,AA 55 95 0B 08 90 01 00 40 57 66 40 0D 0A
320,6400,29.76,2976,102429,3.600000,AA 55 A0 0B 1D 90 01 00 66 66 66 40 0D 0A
321,6420,29.84,2984,102448,3.599075,AA 55 A8 0B 30 90 01 00 40 57 66 40 0D 0A
322,6440,29.91,2991,102464,3.596307,AA 55 AF 0B 40 90 01 00 E3 29 66 40 0D 0A
323,6460,29.96,2996,102479,3.591711,AA 55 B4 0B 4F 90 01 00 98 DE 65 40 0D 0A
324,6480,29.99,2999,102492,3.585317,AA 55 B7 0B 5C 90 01 00 D5 75 65 40 0D 0A
325,6500,30.00,3000,102503,3.577164,AA 55 B8 0B 67 90 01 00 41 F0 64 40 0D 0A
326,6520,29.99,2999,102511,3.567302,AA 55 B7 0B 6F 90 01 00 AD 4E 64 40 0D 0A
327,6540,29.96,2996,102518,3.555792,AA 55 B4 0B 76 90 01 00 19 92 63 40 0D 0A
328,6560,29.91,2991,102522,3.542705,AA 55 AF 0B 7A 90 01 00 AE BB 62 40 0D 0A
329,6580,29.84,2984,102525,3.528122,AA 55 A8 0B 7D 90 01 00 BF CC 61 40 0D 0A
330,6600,29.76,2976,102525,3.512132,AA 55 A0 0B 7D 90 01 00 C5 C6 60 40 0D 0A
331,6620,29.65,2965,102523,3.494834,AA 55 95 0B 7B 90 01 00 5E AB 5F 40 0D 0A
332,6640,29.52,2952,102519,3.476336,AA 55 88 0B 77 90 01 00 48 7C 5E 40 0D 0A
333,6660,29.38,2938,102513,3.456750,AA 55 7A 0B 71 90 01 00 63 3B 5D 40 0D 0A
334,6680,29.22,2922,102505,3.436197,AA 55 6A 0B 69 90 01 00 A7 EA 5B 40 0D 0A
335,6700,29.05,2905,102495,3.414805,AA 55 59 0B 5F 90 01 00 2A 8C 5A 40 0D 0A
336,6720,28.85,2885,102482,3.392705,AA 55 45 0B 52 90 01 00 15 22 59 40 0D 0A
337,6740,28.64,2864,102468,3.370034,AA 55 30 0B 44 90 01 00 A1 AE 57 40 0D 0A
338,6760,28.42,2842,102452,3.346930,AA 55 1A 0B 34 90 01 00 1B 34 56 40 0D 0A
339,6780,28.19,2819,102434,3.323538,AA 55 03 0B 22 90 01 00 D8 B4 54 40 0D 0A
340,6800,27.94,2794,102413,3.300000,AA 55 EA 0A 0D 90 01 00 33 33 53 40 0D 0A
341,6820,27.68,2768,102391,3.276462,AA 55 D0 0A F7 8F 01 00 8F B1 51 40 0D 0A
342,6840,27.41,2741,102367,3.253070,AA 55 B5 0A DF 8F 01 00 4B 32 50 40 0D 0A
343,6860,27.13,2713,102341,3.229966,AA 55 99 0A C5 8F 01 00 C5 B7 4E 40 0D 0A
344,6880,26.84,2684,102314,3.207295,AA 55 7C 0A AA 8F 01 00 52 44 4D 40 0D 0A
345,6900,26.55,2655,102285,3.185195,AA 55 5F 0A 8D 8F 01 00 3C DA 4B 40 0D 0A
346,6920,26.24,2624,102254,3.163803,AA 55 40 0A 6E 8F 01 00 BF 7B 4A 40 0D 0A
347,6940,25.94,2594,102221,3.143250,AA 55 22 0A 4D 8F 01 00 04 2B 49 40 0D 0A
348,6960,25.63,2563,102187,3.123664,AA 55 03 0A 2B 8F 01 00 1E EA 47 40 0D 0A
349,6980,25.31,2531,102151,3.105166,AA 55 E3 09 07 8F 01 00 08 BB 46 40 0D 0A
350,7000,25.00,2500,102114,3.087868,AA 55 C4 09 E2 8E 01 00 A1 9F 45 40 0D 0A
351,7020,24.69,2469,102075,3.071878,AA 55 A5 09 BB 8E 01 00 A7 99 44 40 0D 0A
352,7040,24.37,2437,102035,3.057295,AA 55 85 09 93 8E 01 00 B8 AA 43 40 0D 0A
353,7060,24.06,2406,101994,3.044208,AA 55 66 09 6A 8E 01 00 4E D4 42 40 0D 0A
354,7080,23.76,2376,101952,3.032698,AA 55 48 09 40 8E 01 00 BA 17 42 40 0D 0A
355,7100,23.45,2345,101908,3.022836,AA 55 29 09 14 8E 01 00 26 76 41 40 0D 0A
356,7120,23.16,2316,101864,3.014683,AA 55 0C 09 E8 8D 01 00 91 F0 40 40 0D 0A
357,7140,22.87,2287,101819,3.008289,AA 55 EF 08 BB 8D 01 00 CF 87 40 40 0D 0A
358,7160,22.59,2259,101772,3.003693,AA 55 D3 08 8C 8D 01 00 84 3C 40 40 0D 0A
359,7180,22.32,2232,101725,3.000925,AA 55 B8 08 5D 8D 01 00 27 0F 40 40 0D 0A
360,7200,22.06,2206,101678,3.000000,AA 55 9E 08 2E 8D 01 00 00 00 40 40 0D 0A
361,7220,21.81,2181,101629,3.000925,AA 55 85 08 FD 8C 01 00 27 0F 40 40 0D 0A
362,7240,21.58,2158,101580,3.003693,AA 55 6E 08 CC 8C 01 00 84 3C 40 40 0D 0A
363,7260,21.36,2136,101531,3.008289,AA 55 58 08 9B 8C 01 00 CF 87 40 40 0D 0A
364,7280,21.15,2115,101481,3.014683,AA 55 43 08 69 8C 01 00 91 F0 40 40 0D 0A
365,7300,20.95,2095,101432,3.022836,AA 55 2F 08 38 8C 01 00 26 76 41 40 0D 0A
366,7320,20.78,2078,101381,3.032698,AA 55 1E 08 05 8C 01 00 BA 17 42 40 0D 0A
367,7340,20.62,2062,101331,3.044208,AA 55 0E 08 D3 8B 01 00 4E D4 42 40 0D 0A
368,7360,20.48,2048,101281,3.057295,AA 55 00 08 A1 8B 01 00 B8 AA 43 40 0D 0A
369,7380,20.35,2035,101231,3.071878,AA 55 F3 07 6F 8B 01 00 A7 99 44 40 0D 0A
370,7400,20.24,2024,101181,3.087868,AA 55 E8 07 3D 8B 01 00 A1 9F 45 40 0D 0A
371,7420,20.16,2016,101131,3.105166,AA 55 E0 07 0B 8B 01 00 08 BB 46 40 0D 0A
372,7440,20.09,2009,101081,3.123664,AA 55 D9 07 D9 8A 01 00 1E EA 47 40 0D 0A
373,7460,20.04,2004,101033,3.143250,AA 55 D4 07 A9 8A 01 00 04 2B 49 40 0D 0A
374,7480,20.01,2001,100984,3.163803,AA 55 D1 07 78 8A 01 00 BF 7B 4A 40 0D 0A
375,7500,20.00,2000,100936,3.185195,AA 55 D0 07 48 8A 01 00 3C DA 4B 40 0D 0A
376,7520,20.01,2001,100889,3.207295,AA 55 D1 07 19 8A 01 00 52 44 4D 40 0D 0A
377,7540,20.04,2004,100843,3.229966,AA 55 D4 07 EB 89 01 00 C5 B7 4E 40 0D 0A
378,7560,20.09,2009,100797,3.253070,AA 55 D9 07 BD 89 01 00 4B 32 50 40 0D 0A
379,7580,20.16,2016,100752,3.276462,AA 55 E0 07 90 89 01 00 8F B1 51 40 0D 0A
380,7600,20.24,2024,100709,3.300000,AA 55 E8 07 65 89 01 00 33 33 53 40 0D 0A
381,7620,20.35,2035,100666,3.323538,AA 55 F3 07 3A 89 01 00 D8 B4 54 40 0D 0A
382,7640,20.48,2048,100625,3.346930,AA 55 00 08 11 89 01 00 1B 34 56 40 0D 0A
383,7660,20.62,2062,100584,3.370034,AA 55 0E 08 E8 88 01 00 A1 AE 57 40 0D 0A
384,7680,20.78,2078,100546,3.392705,AA 55 1E 08 C2 88 01 00 15 22 59 40 0D 0A
385,7700,20.95,2095,100508,3.414805,AA 55 2F 08 9C 88 01 00 2A 8C 5A 40 0D 0A
386,7720,21.15,2115,100472,3.436197,AA 55 43 08 78 88 01 00 A7 EA 5B 40 0D 0A
387,7740,21.36,2136,100437,3.456750,AA 55 58 08 55 88 01 00 63 3B 5D 40 0D 0A
388,7760,21.58,2158,100404,3.476336,AA 55 6E 08 34 88 01 00 48 7C 5E 40 0D 0A
389,7780,21.81,2181,100373,3.494834,AA 55 85 08 15 88 01 00 5E AB 5F 40 0D 0A
390,7800,22.06,2206,100343,3.512132,AA 55 9E 08 F7 87 01 00 C5 C6 60 40 0D 0A
391,7820,22.32,2232,100315,3.528122,AA 55 B8 08 DB 87 01 00 BF CC 61 40 0D 0A
392,7840,22.59,2259,100289,3.542705,AA 55 D3 08 C1 87 01 00 AE BB 62 40 0D 0A
393,7860,22.87,2287,100264,3.555792,AA 55 EF 08 A8 87 01 00 19 92 63 40 0D 0A
394,7880,23.16,2316,100242,3.567302,AA 55 0C 09 92 87 01 00 AD 4E 64 40 0D 0A
395,7900,23.45,2345,100221,3.577164,AA 55 29 09 7D 87 01 00 41 F0 64 40 0D 0A
396,7920,23.76,2376,100202,3.585317,AA 55 48 09 6A 87 01 00 D5 75 65 40 0D 0A
397,7940,24.06,2406,100186,3.591711,AA 55 66 09 5A 87 01 00 98 DE 65 40 0D 0A
398,7960,24.37,2437,100171,3.596307,AA 55 85 09 4B 87 01 00 E3 29 66 40 0D 0A
399,7980,24.69,2469,100158,3.599075,AA 55 A5 09 3E 87 01 00 40 57 66 40 0D 0A
